construccion	md5	posicion	tipo	puntuacion
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3143	aceptor	6.1653e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3143	donante	1.1123e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3144	aceptor	7.62775e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3144	donante	7.27085e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3145	aceptor	2.80093e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3145	donante	9.78894e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3146	aceptor	7.45377e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3146	donante	1.01394e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3147	aceptor	3.99879e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3147	donante	2.75913e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3148	aceptor	9.96004e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3148	donante	2.33068e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3149	aceptor	3.63869e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3149	donante	3.22235e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3150	aceptor	9.26391e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3150	donante	2.08674e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3151	aceptor	1.04623e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3151	donante	7.51115e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3152	aceptor	9.63018e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3152	donante	2.72588e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3153	aceptor	1.80042e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3153	donante	1.03852e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3154	aceptor	2.13567e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3154	donante	5.84842e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3155	aceptor	2.19638e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3155	donante	4.24846e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3156	aceptor	1.75197e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3156	donante	1.21507e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3157	aceptor	3.18349e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3157	donante	1.02832e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3158	aceptor	1.85897e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3158	donante	1.68232e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3159	aceptor	3.7578e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3159	donante	1.12176e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3160	aceptor	1.21631e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3160	donante	6.55277e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3161	aceptor	5.05427e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3161	donante	7.43763e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3162	aceptor	2.38986e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3162	donante	1.31144e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3163	aceptor	4.30389e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3163	donante	2.13306e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3164	aceptor	1.04015e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3164	donante	5.28252e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3165	aceptor	9.765e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3165	donante	1.77345e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3166	aceptor	2.84931e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3166	donante	1.14128e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3167	aceptor	1.38626e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3167	donante	1.74769e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3168	aceptor	1.6931e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3168	donante	1.39412e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3169	aceptor	1.42099e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3169	donante	1.10214e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3170	aceptor	2.75771e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3170	donante	4.50515e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3171	aceptor	2.668e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3171	donante	1.19706e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3172	aceptor	1.13559e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3172	donante	2.59497e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3173	aceptor	6.16901e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3173	donante	8.18274e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3174	aceptor	4.21498e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3174	donante	1.64516e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3175	aceptor	1.93707e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3175	donante	3.00096e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3176	aceptor	5.64173e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3176	donante	1.07064e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3177	aceptor	7.13058e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3177	donante	1.20083e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3178	aceptor	3.69079e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3178	donante	2.40081e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3179	aceptor	4.21074e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3179	donante	1.62082e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3180	aceptor	1.26662e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3180	donante	2.68892e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3181	aceptor	8.35939e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3181	donante	2.13025e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3182	aceptor	2.63605e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3182	donante	6.89267e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3183	aceptor	2.78844e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3183	donante	4.25975e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3184	aceptor	2.29605e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3184	donante	4.95476e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3185	aceptor	5.52522e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3185	donante	7.21779e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3186	aceptor	2.16667e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3186	donante	2.49828e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3187	aceptor	2.13653e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3187	donante	8.94928e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3188	aceptor	5.33736e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3188	donante	5.53444e-09
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3189	aceptor	1.60139e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3189	donante	3.56212e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3190	aceptor	1.75061e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3190	donante	4.78223e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3191	aceptor	2.33296e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3191	donante	2.60286e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3192	aceptor	5.72461e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3192	donante	8.39763e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3193	aceptor	0.000106662
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3193	donante	2.51194e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3194	aceptor	5.31612e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3194	donante	1.59314e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3195	aceptor	1.65987e-05
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3195	donante	3.38426e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3196	aceptor	5.33892e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3196	donante	7.58429e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3197	aceptor	3.71556e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3197	donante	6.09556e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3198	aceptor	1.12245e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3198	donante	2.4509e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3199	aceptor	3.00793e-05
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3199	donante	1.48569e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3200	aceptor	1.44256e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3200	donante	1.6818e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3201	aceptor	1.94712e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3201	donante	5.32567e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3202	aceptor	6.81863e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3202	donante	3.86437e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3203	aceptor	9.61348e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3203	donante	1.57382e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3204	aceptor	1.5775e-05
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3204	donante	5.01887e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3205	aceptor	5.45257e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3205	donante	3.49308e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3206	aceptor	3.59316e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3206	donante	4.77959e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3207	aceptor	2.18382e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3207	donante	1.64293e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3208	aceptor	1.7571e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3208	donante	5.95136e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3209	aceptor	2.47549e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3209	donante	4.39542e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3210	aceptor	4.83939e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3210	donante	3.71987e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3211	aceptor	5.64304e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3211	donante	1.52795e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3212	aceptor	1.87875e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3212	donante	2.12563e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3213	aceptor	4.31784e-05
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3213	donante	0.00477659
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3214	aceptor	2.7857e-05
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3214	donante	1.17575e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3215	aceptor	2.56503e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3215	donante	2.327e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3216	aceptor	5.77003e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3216	donante	5.11622e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3217	aceptor	4.21743e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3217	donante	6.37927e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3218	aceptor	7.57416e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3218	donante	1.38957e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3219	aceptor	7.42781e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3219	donante	1.04503e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3220	aceptor	8.94645e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3220	donante	1.57896e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3221	aceptor	6.25594e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3221	donante	2.58484e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3222	aceptor	1.15987e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3222	donante	2.79706e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3223	aceptor	9.30487e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3223	donante	7.50138e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3224	aceptor	8.05067e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3224	donante	1.82349e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3225	aceptor	1.084e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3225	donante	2.4031e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3226	aceptor	1.0362e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3226	donante	2.05116e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3227	aceptor	2.23664e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3227	donante	1.65434e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3228	aceptor	3.28693e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3228	donante	4.32129e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3229	aceptor	3.07248e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3229	donante	1.75485e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3230	aceptor	6.29796e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3230	donante	7.81452e-05
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3231	aceptor	1.24285e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3231	donante	3.47945e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3232	aceptor	0.000870935
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3232	donante	3.54691e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3233	aceptor	5.25905e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3233	donante	9.24413e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3234	aceptor	5.50156e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3234	donante	5.37956e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3235	aceptor	5.13896e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3235	donante	3.26237e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3236	aceptor	7.90265e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3236	donante	6.03674e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3237	aceptor	1.87827e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3237	donante	4.16058e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3238	aceptor	4.98663e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3238	donante	5.15493e-08
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3239	aceptor	6.36482e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3239	donante	1.00371e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3240	aceptor	1.33464e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3240	donante	1.94296e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3241	aceptor	6.04547e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3241	donante	1.77468e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3242	aceptor	5.87394e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3242	donante	2.29833e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3243	aceptor	1.09259e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3243	donante	6.57889e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3244	aceptor	4.09847e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3244	donante	5.12e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3245	aceptor	3.51464e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3245	donante	3.98244e-07
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3246	aceptor	1.7594e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3246	donante	3.78015e-06
mvm_actual__3utr959	72b7e3468b6447a8fa7ea0fd5ca09594	3247	aceptor	7.69399e-07
