construccion	md5	posicion	tipo	puntuacion
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3130	aceptor	5.06066e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3130	donante	2.66707e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3131	aceptor	2.0154e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3131	donante	3.84487e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3132	aceptor	1.71002e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3132	donante	5.14067e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3133	aceptor	5.1435e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3133	donante	0.663806
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3134	aceptor	8.97612e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3134	donante	1.99642e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3135	aceptor	6.17165e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3135	donante	1.30872e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3136	aceptor	6.67892e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3136	donante	9.73545e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3137	aceptor	8.27658e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3137	donante	1.42753e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3138	aceptor	1.82224e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3138	donante	1.07954e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3139	aceptor	3.85339e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3139	donante	3.69391e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3140	aceptor	2.42353e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3140	donante	3.29949e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3141	aceptor	1.21842e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3141	donante	4.33045e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3142	aceptor	3.47669e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3142	donante	6.65699e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3143	aceptor	4.46435e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3143	donante	9.50535e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3144	aceptor	5.24186e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3144	donante	5.01126e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3145	aceptor	2.13125e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3145	donante	6.30327e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3146	aceptor	6.32719e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3146	donante	8.95888e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3147	aceptor	3.41019e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3147	donante	2.86246e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3148	aceptor	6.5975e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3148	donante	1.67124e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3149	aceptor	2.59906e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3149	donante	2.80954e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3150	aceptor	8.47934e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3150	donante	1.83397e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3151	aceptor	7.91416e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3151	donante	5.10052e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3152	aceptor	7.21314e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3152	donante	2.26586e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3153	aceptor	1.07512e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3153	donante	8.3367e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3154	aceptor	1.56501e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3154	donante	4.18639e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3155	aceptor	1.56011e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3155	donante	3.57366e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3156	aceptor	1.32606e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3156	donante	1.03388e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3157	aceptor	2.54066e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3157	donante	7.75536e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3158	aceptor	1.47639e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3158	donante	1.0392e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3159	aceptor	2.56381e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3159	donante	9.82885e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3160	aceptor	8.87896e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3160	donante	6.52214e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3161	aceptor	4.6647e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3161	donante	7.6559e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3162	aceptor	2.09469e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3162	donante	9.29989e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3163	aceptor	3.98793e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3163	donante	1.53066e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3164	aceptor	8.10175e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3164	donante	4.18822e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3165	aceptor	8.44772e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3165	donante	1.91655e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3166	aceptor	2.60183e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3166	donante	1.22827e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3167	aceptor	1.09478e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3167	donante	1.89707e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3168	aceptor	1.46742e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3168	donante	1.45318e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3169	aceptor	9.93521e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3169	donante	1.43054e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3170	aceptor	1.92423e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3170	donante	3.23591e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3171	aceptor	2.20107e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3171	donante	1.25552e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3172	aceptor	9.63404e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3172	donante	2.85367e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3173	aceptor	4.10857e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3173	donante	6.14166e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3174	aceptor	3.62246e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3174	donante	1.57987e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3175	aceptor	1.68012e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3175	donante	2.87065e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3176	aceptor	5.09536e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3176	donante	7.20756e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3177	aceptor	5.76899e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3177	donante	1.09735e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3178	aceptor	3.05716e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3178	donante	2.87998e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3179	aceptor	3.49026e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3179	donante	9.38036e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3180	aceptor	9.58492e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3180	donante	2.54102e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3181	aceptor	7.17442e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3181	donante	2.09258e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3182	aceptor	2.30765e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3182	donante	4.96657e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3183	aceptor	2.37957e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3183	donante	2.37852e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3184	aceptor	1.74717e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3184	donante	4.1606e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3185	aceptor	4.85923e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3185	donante	5.60533e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3186	aceptor	1.9877e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3186	donante	1.78763e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3187	aceptor	1.7187e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3187	donante	5.66487e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3188	aceptor	4.8251e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3188	donante	5.15681e-09
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3189	aceptor	1.27903e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3189	donante	2.63155e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3190	aceptor	1.28105e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3190	donante	3.43145e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3191	aceptor	2.24832e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3191	donante	2.58483e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3192	aceptor	4.54775e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3192	donante	7.71038e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3193	aceptor	8.55132e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3193	donante	1.87176e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3194	aceptor	4.57549e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3194	donante	1.4805e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3195	aceptor	1.34766e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3195	donante	2.04675e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3196	aceptor	4.59366e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3196	donante	6.20012e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3197	aceptor	2.97062e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3197	donante	6.1053e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3198	aceptor	9.18647e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3198	donante	1.78507e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3199	aceptor	2.07545e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3199	donante	1.31548e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3200	aceptor	1.10529e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3200	donante	1.49543e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3201	aceptor	1.71231e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3201	donante	3.61029e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3202	aceptor	5.67654e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3202	donante	3.05461e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3203	aceptor	7.32873e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3203	donante	1.01681e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3204	aceptor	1.34277e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3204	donante	3.59824e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3205	aceptor	4.12995e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3205	donante	2.60207e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3206	aceptor	3.16346e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3206	donante	4.39054e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3207	aceptor	1.97461e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3207	donante	1.27524e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3208	aceptor	1.57277e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3208	donante	4.0217e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3209	aceptor	1.98619e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3209	donante	5.33815e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3210	aceptor	4.20949e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3210	donante	3.41177e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3211	aceptor	5.38153e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3211	donante	1.28865e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3212	aceptor	2.24306e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3212	donante	1.41821e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3213	aceptor	3.81866e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3213	donante	0.00354126
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3214	aceptor	2.39201e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3214	donante	1.04633e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3215	aceptor	2.05464e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3215	donante	2.08118e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3216	aceptor	6.79675e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3216	donante	4.84094e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3217	aceptor	3.50137e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3217	donante	6.51269e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3218	aceptor	8.03839e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3218	donante	1.12476e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3219	aceptor	4.29639e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3219	donante	8.14046e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3220	aceptor	6.88973e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3220	donante	1.2516e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3221	aceptor	5.53735e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3221	donante	2.24197e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3222	aceptor	1.09176e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3222	donante	2.7291e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3223	aceptor	9.7735e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3223	donante	6.21098e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3224	aceptor	6.20243e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3224	donante	1.61362e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3225	aceptor	1.05485e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3225	donante	3.20756e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3226	aceptor	9.96235e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3226	donante	1.65482e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3227	aceptor	1.69587e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3227	donante	1.57616e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3228	aceptor	2.82002e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3228	donante	4.06572e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3229	aceptor	2.62369e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3229	donante	1.52569e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3230	aceptor	7.20563e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3230	donante	6.58766e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3231	aceptor	1.12396e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3231	donante	4.01018e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3232	aceptor	0.000894354
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3232	donante	2.54361e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3233	aceptor	4.3863e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3233	donante	8.83906e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3234	aceptor	4.55254e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3234	donante	5.39253e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3235	aceptor	4.84793e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3235	donante	3.32754e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3236	aceptor	7.62456e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3236	donante	4.76716e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3237	aceptor	1.68548e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3237	donante	4.3115e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3238	aceptor	4.23465e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3238	donante	4.90102e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3239	aceptor	5.19064e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3239	donante	1.07987e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3240	aceptor	9.77494e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3240	donante	1.60418e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3241	aceptor	6.40534e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3241	donante	1.80742e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3242	aceptor	5.90216e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3242	donante	2.09593e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3243	aceptor	1.03142e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3243	donante	5.85146e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3244	aceptor	2.85656e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3244	donante	3.33926e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3245	aceptor	3.14403e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3245	donante	3.53371e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3246	aceptor	1.36642e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3246	donante	3.51579e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3247	aceptor	7.91202e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3247	donante	3.45535e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3248	aceptor	2.3023e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3248	donante	7.06622e-08
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3249	aceptor	1.65183e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3249	donante	3.73716e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3250	aceptor	2.32007e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3250	donante	5.51681e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3251	aceptor	4.62269e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3251	donante	6.05889e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3252	aceptor	1.46561e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3252	donante	4.36409e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3253	aceptor	1.67447e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3253	donante	1.44582e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3254	aceptor	2.99314e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3254	donante	8.05893e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3255	aceptor	4.50043e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3255	donante	1.07087e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3256	aceptor	6.57809e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3256	donante	3.37434e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3257	aceptor	1.55664e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3257	donante	2.01638e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3258	aceptor	1.87089e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3258	donante	3.22441e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3259	aceptor	1.37435e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3259	donante	5.94463e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3260	aceptor	1.8862e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3260	donante	9.15968e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3261	aceptor	1.8339e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3261	donante	9.89013e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3262	aceptor	2.88128e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3262	donante	4.62584e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3263	aceptor	0.0750927
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3263	donante	5.06345e-05
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3264	aceptor	1.71813e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3264	donante	1.22131e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3265	aceptor	7.47415e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3265	donante	4.44613e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3266	aceptor	1.29912e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3266	donante	8.18956e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3267	aceptor	9.68518e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3267	donante	1.02441e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3268	aceptor	0.000303584
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3268	donante	4.86341e-06
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3269	aceptor	1.08307e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3269	donante	4.41562e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3270	aceptor	1.91947e-07
mvm_actual__3utr959	778b1dafc688d5c95deb738524845770	3270	donante	2.03071e-07
